id,i_dialog,i_utterance,speaker,utterance,Expected
2532,204,5,Joey,"Oh, well I?m uh",5
2533,204,6,Chandler,"Y?know, sometimes that fake out thing is just mean!",5
2534,204,7,Joey,"Oh wow! Okay man, I?m sorry. I did not mean to make you feel bad.",5
2535,204,8,Chandler,Well that?s good. Because you didn?t! And I?m incredibly happy for ya!!,5
2536,204,9,Joey,That?s mean! You really had me going there!,5
2537,204,10,Chandler,"Oh, we could do this all day.",5
2538,204,11,Joey,"Yeah, you?re right. Okay look, listen, let?s talk about what a huge star I?m gonna be!",5
2539,204,12,Chandler,You,5
2540,204,13,Joey,You hug me!,5
2541,204,14,Chandler,All right!,5
2542,204,15,Joey,"Hey, do we do this too much?",5
2543,204,16,Chandler,"I think so. Yeah, get off me.",5
2544,204,17,Joey,Yeah.,5
2545,205,0,Carol,Where are they?,5
2546,205,1,Chandler,...spender.,5
2547,205,2,Joey,She's still asleep.,5
2548,205,3,Chandler,So how'd it go?,5
2549,205,4,Joey,"Oh, it was amazing. You know how you always think you're great in bed?",5
2550,205,5,Chandler,The fact that you'd even ask that question shows how little you know me.,5
2551,205,6,Joey,"Well, it's like, last night, I couldn't do the thing that usually makes me great.",5
2552,205,7,Joey,So I had to do all this other stuff.,5
2553,205,8,Joey,"And the response I got... man, oh man, it was like a ticker tape parade!",5
2554,205,9,Chandler,"Yes, I know, as it happens my room is very very close to the parade route.",5
2555,205,10,Joey,It was amazing!,5
2556,205,11,Joey,And not just for her... uh-uh.,5
2557,205,12,Joey,"For me, too.",5
2558,205,13,Joey,"It's like, all of a sudden, I'm blind.",5
2559,205,14,Joey,"But all my other senses are heightened, y'know?",5
2560,205,15,Joey,It's like...,5
2561,205,16,Joey,I was able to appreciate it on another level.,5
2562,205,17,Chandler,I didn't know you had another level.,5
2563,205,18,Joey,I know! Neither did I!,5
2564,206,0,Joey,Morning!,5
2565,206,1,Rachel,Oh right.,5
2566,206,2,Joey,Yeah.,5
2567,206,3,Rachel,Oh God. Oh I can?t believe Joey Tribbiani heard me throw up!,5
2568,206,4,Joey,Well he actually saw you a little bit too.,5
2569,206,5,Rachel,"Noo! Oh God we did?we didn?t, we didn?t uhh",5
2570,206,6,Joey,"No! No! No, not after seeing that.",5
2571,206,7,Rachel,God I?m just a horrible person.,5
2572,206,8,Joey,Wh-why?,5
2573,206,9,Rachel,"Because I?m married. That?s right, I am a married woman! And I came to a TV star?s apartment to have an affair! Uck!",5
2574,206,10,Joey,"That?s ridiculous! I?m not a ""Star,"" just a regular famous actor.",5
2575,206,11,Phoebe,"Ohh, impressive.",5
2576,206,12,Gary,"Not as impressive as you. I gotta tell you, I looked at your record and you've done some pretty weird stuff.",5
2577,206,13,Phoebe,"Yeah, we'll talk at dinner.",5
2578,206,14,Gary,Okay.  So I'll come by in a couple hours and pick you up?,5
2579,206,15,Phoebe,"All right, I can't wait!",5
2580,206,16,Gary,"Okay. And don't worry, I'm not just gonna take you out for donuts.",5
2581,206,17,Chandler,He,5
2582,207,0,Rachel,"Hey Ross? Umm, I just ran into Caitlin in the hallway and-and uh, you must be getting better at this flirting stuff than I thought.",5
2583,207,1,Phoebe,That's so sweet.,5
2584,207,2,Gary,"Sweethart, but none of that matters if it's too soon for you.",5
2585,207,3,Gary,It's fine!,5
2586,207,4,Gary,We don't have to move in together.,5
2587,207,5,Gary,I just?I want you to be happy,5
2588,207,6,Phoebe,Living with you would make me happy.,5
2589,207,7,Gary,"Phoebe, you",5
2590,207,8,Phoebe,"No, I really wanna live with you! I wanna move in with you!",5
2591,207,9,Gary,Are you sure?,5
2592,207,10,Phoebe,Yes. Definitely! Yes! Let's live in an apartment that we both live in!,5
2593,207,11,Gary,Oh that's great!,5
2594,207,12,Phoebe,"Oh wait, one sec.",5
2595,207,13,Phoebe,One sec.,5
2596,207,14,Phoebe,Hey you!,5
2597,207,15,Phoebe,Behind the glass!,5
2598,207,16,Phoebe,Who are you looking at!,5
2599,207,17,Phoebe,"I've always wanted to say that when I was in one of these rooms,  which was never!",5
2600,208,0,Joey,"All right Ross you?re in the lead, would you like to take another question or spin the Wheel of Mayhem?",5
2601,208,1,Ross,"The wheel has not been my friend tonight Joey. Uh, I?ll take another question.",5
2602,208,2,Joey,"Okay, this is gonna be tough. Hold your breath.",5
2603,208,3,Ross,"It?s okay, I?m ready.",5
2604,208,4,Joey,"No dude, you gotta hold your breath until you?re ready to answer the question.",5
2605,208,5,Chandler,"This is ridiculous, he?s not gonna hold his breath",5
2606,208,6,Joey,"Okay, what do you have a fear of if you suffer from this phobia, Tris?Holy cow, that?s a big word.",5
2607,208,7,Joey,Trisc? Seriously look at this thing.,5
2608,208,8,Joey,"Chandler, how do you say that?",5
2609,208,9,Ross,"N-no! Okay? We?ve been through this! We?re not gonna get married just because she?s pregnant, okay?",5
2610,208,10,Mrs. Geller,"Honestly! Ross, this isn?t just some girl you picked up in a bar and humped. A child should have a family.",5
2611,208,11,Ross,"Mom, y?know what? I-I can?t deal with this right now. I?m sorry",5
2612,208,12,Mrs. Geller,"Just?think about it. If you don?t, I?ll talk more about humping.",5
2613,208,13,Ross,Gimmie!,5
2614,208,14,Rachel,Hi!,5
2615,208,15,Mrs. Geller,Oh hi dear!,5
2616,208,16,Rachel,"Oh, thank you so much for coming. Ross, get in here!",5
2617,209,0,Ross,This one?,5
2618,209,1,Aunt Lillian,No.,5
2619,209,2,Ross,"I have shown you everything we have. Unless you want your mother to spend eternity in a lemon yellow pant-suit, go with the burgundy.",5
2620,209,3,Aunt Lillian,"You know, whatever we pick, she would've told us it's the wrong one.",5
2621,209,4,Mrs. Geller,You're right. We'll go with the burgundy.,5
2622,209,5,Ross,Oh! A fine choice. I'm coming out.,5
2623,209,6,Aunt Lillian,Wait! We need shoes!,5
2624,209,7,Ross,"Okay. Um, how about these?",5
2625,209,8,Mrs. Geller,That's really a day shoe.,5
2626,209,9,Ross,And where she's going everyone else'll be dressier?,5
2627,209,10,Aunt Lillian,Could we see something in a slimmer heel?,5
2628,209,11,Ross,"Okay, I have nothing in an evening shoe in the burgundy. I can show you something in a silver that may work.",5
2629,209,12,Aunt Lillian,"No, it really should be burgundy.",5
2630,209,13,Mrs. Geller,Mm. Unless we go with a different dress?,5
2631,209,14,Ross,"No! Nonono, wait a sec. I may have something in the back.",5
2632,209,15,Ross,Oh my God..,5
2633,209,16,Mrs. Geller,"Is everything all right, dear?",5
2634,209,17,Ross,"Yeah, just... just Nana stuff.",5
2635,210,0,Rachel,"Joey, you?re such an amazing actor!  How do you know where Dr. Drake Remoray leaves off and Joey Tribbiani begins?",5
2636,210,1,Joey,"Well, with Dr. Drake they always tell me what to say. And with Joey, I pretty much have to make it up on my own.",5
2637,210,2,Chandler,So?,5
2638,210,3,Monica,I feel really sad that we're not?really there anymore.,5
2639,210,4,Chandler,Oh wow! Is that what this all have been about?,5
2640,210,5,Monica,Wasn't it a lot more exciting when we were y'know all over each other all the time?,5
2641,210,6,Chandler,"Yeah that was great. That was really great! But to tell you the truth, I'm more excited about where we are right now.",5
2642,210,7,Monica,Really?,5
2643,210,8,Chandler,Yeah!,5
2644,210,9,Chandler,I've never been in a relationship that's lasted this long before.,5
2645,210,10,Chandler,"Y'know to get past the beginning and still be around each other all the time, I think that's pretty incredible.",5
2646,210,11,Chandler,"And the fact that this is happening all with you, yeah I think that's pretty exciting.",5
2647,210,12,Monica,"That is so sweet. I know that I was acting a little crazy but umm, I feel the same way.",5
2648,210,13,Chandler,Yeah?,5
2649,210,14,Monica,Yeah.,5
2650,210,15,Chandler,Y'know what I just realized? You just freaked out about our relationship.,5
2651,210,16,Monica,Did not.,5
2652,210,17,Chandler,Yes you did! Admit it! You freaked out!,5
2653,210,18,Monica,"Okay, I freaked out a little.",5
2654,210,19,Chandler,Little?! You freaked out big time! Okay? And I fixed it! We have switched places!,5
2655,211,0,Ross,It?s my joke.,5
2656,211,1,Chandler,It?s my joke.,5
2657,211,2,Ross,Bye.,5
2658,211,3,Phoebe,"Hmm, something bad to tell Rachel? Bad news for Rachel, what could that be?!",5
2659,211,4,Ross,"Could ya just, could ya just lay off, please? All right? My life is an embarrassment! I should go live under somebody?s stairs!",5
2660,211,5,Phoebe,"Ross, it?s not that big a deal! So you?ll been divorced three times, you?ll still have a life, you?ll go on dates",5
2661,211,6,Ross,No!,5
2662,211,7,Ross,"No, I won?t!",5
2663,211,8,Ross,I?ll be at the bottom of the dating barrel now.,5
2664,211,9,Ross,"The only guys below me will be Four Divorce Guy uh, Murderer Guy, and-and, Geologists.",5
2665,211,10,Phoebe,"Ross, you?re being ridiculous! Okay? You are cute and smart and sweet and that is",5
2666,211,11,Ross,Oh yeah? Have you ever dated anyone who has been divorced three times?,5
2667,211,12,Phoebe,Y?know that?s really fair.,5
2668,211,13,Phoebe,Y?know?,5
2669,211,14,Phoebe,Most guys who have been divorced three times are like 60.,5
2670,211,15,Phoebe,"Ross, nobody cares about this except you!",5
2671,211,16,Phoebe,This-this embarrassment thing is all in your head!,5
2672,211,17,Phoebe,"Here, I?ll show you!",5
2673,211,18,Phoebe,Come here.,5
2674,211,19,Ross,What?! Why?,5
2675,211,20,Phoebe,"Hi! Hi! Listen, my friend Ross is about to be divorced for the third time, but wouldn?t you date him?",5
2676,211,21,Ross,"And if you wait right here, I?ll go get Ross.",5
2677,212,0,Ross,"Uh, Rach, we're running low on resumes over here.",5
2678,212,1,Monica,Why did I 'woo-hoo'?,5
2679,212,2,Monica,"I mean, what was I hoping would happen?",5
2680,212,3,Monica,"That-that he'd turn round and say 'I love that sound, I must have you now'?",5
2681,212,4,Phoebe,I just wish there was something we could do.,5
2682,212,5,Phoebe,Hello.,5
2683,212,6,Phoebe,"Hello, Coma Guy.",5
2684,212,7,Phoebe,"GET UP, YOU GIRL SCOUT!",5
2685,212,8,Phoebe,UP!,5
2686,212,9,Phoebe,UP!,5
2687,212,10,Phoebe,UP!,5
2688,212,11,Monica,"Phoebe, what are you doing?",5
2689,212,12,Phoebe,Maybe nobody's tried this.,5
2690,212,13,Monica,I wish we at least knew his name... Look at that face.,5
2691,212,14,Monica,"I mean, even sleeping, he looks smart.",5
2692,212,15,Monica,I bet he's a lawyer.,5
2693,212,16,Phoebe,"Yeah, but did you see the dents in his knuckles? That means he's artistic.",5
2694,212,17,Monica,"Okay, he's a lawyer, who teaches sculpting on the side. And- he can dance!",5
2695,212,18,Phoebe,Oh!,5
2696,212,19,Phoebe,"And, he's the kinda guy who, when you're talking, he's listening, y'know, and not saying 'Yeah, I understand' but really wondering what you look like naked.",5
2697,212,20,Monica,I wish all guys could be like him.,5
2698,212,21,Phoebe,I know.,5
2699,213,0,Ross,You don?t understand!,5
2700,213,1,Ross,Elizabeth was about to ask me to go on a trip with her!,5
2701,213,2,Ross,Is that taking it slow?!,5
2702,213,3,Ross,"No, I?m not ready for this!",5
2703,213,4,Ross,Okay?,5
2704,213,5,Ross,What-what do I tell her?,5
2705,213,6,Chandler,Just tell her the truth! Tell her you?re not ready.,5
2706,213,7,Ross,"I can do that. Oh-oh, what if she gets upset?",5
2707,213,8,Chandler,Then you distract her with a,5
2708,213,9,Joey,"Or! You can just, y?know",5
2709,213,10,Ross,What the hell are you doing?,5
2710,213,11,Joey,What? What the hell am,5
2711,213,12,Ross,"What?! What? How do you, how do you even know its broken?!",5
2712,213,13,Joey,"Oh-ho-ho, you think I don?t know what breaks my fridge? Excuse me!  Well what do you know! Broken! That?ll be $400!",5
2713,213,14,Chandler,"Joey, I",5
2714,213,15,Joey,You pushed him!,5
2715,213,16,Ross,"Joey, I did not break this! Okay?",5
2716,213,17,Joey,"All right. Chandler, do you remember how I told you about our fridge?",5
2717,213,18,Chandler,Uh-huh.,5
2718,213,19,Joey,I still haven?t gotten a check for your half yet.,5
2719,213,20,Ross,Do,5
2720,213,21,Joey,I?m not talking to you! You broke my fridge!,5
2721,214,0,Monica,You broke a little girl?s leg?!!,5
2722,214,1,Ross,I know. I feel horrible. Okay.,5
2723,214,2,Chandler,Says here that a muppet got whacked on,5
2724,214,3,Ross,"Well, I?m gonna go see her. I want to bring her something, what do you think she?ll like?",5
2725,214,4,Monica,Maybe a,5
2726,214,5,Rachel,I?m gonna get back to retraining.,5
2727,214,6,Monica,Hi.,5
2728,214,7,Clerk,"Six dollars, please.",5
2729,214,8,Monica,Six? I just had it for one night. It?s three.,5
2730,214,9,Clerk,"Eight o?clock is the cut-off and,  aww, it?s 8:02.",5
2731,214,10,Monica,"Y'know in a weird way, you have too much power. Look, you?re gonna have to help me out here, ?cause I only have three.",5
2732,214,11,Richard,I can help with that.,5
2733,214,12,Monica,Oh my God. Richard?  Hi!,5
2734,214,13,Richard,Hi!,5
2735,214,14,Monica,"Wow! Your lip went bald.  Hey, thanks.",5
2736,214,15,Richard,"So, you look great.",5
2737,214,16,Monica,Right.,5
2738,214,17,Richard,No you do. You... just...,5
2739,214,18,Monica,What?,5
2740,214,19,Richard,You?ve got panties stuck to your leg.,5
2741,214,20,Monica,"That?s because I-I was just grabbing some things out of the dryer, and it?s static cling.",5
2742,214,21,Monica,Or maybe it?s just that God knew I?d be running into you and saw an opportunity.,5
2743,214,22,Richard,It?s good to see you.,5
2744,214,23,Monica,It?s good to see you too.,5
2745,215,0,Ross,"I'm supposed to attach a brackety thing to the side things, using a bunch of these little worm guys.",5
2746,215,1,Ross,"I have no brackety thing, I see no whim guys whatsoever and- I cannot feel my legs.",5
2747,215,2,Joey,I'm thinking we've got a bookcase here.,5
2748,215,3,Chandler,It's a beautiful thing.,5
2749,215,4,Joey,What's this?,5
2750,215,5,Joey,Which goes where?,5
2751,215,6,Lizzie,Saltines?,5
2752,215,7,Phoebe,"No, but would you like a thousand dollars and a football phone?",5
2753,215,8,Lizzie,"What?  Oh my God, there's really money in here.",5
2754,215,9,Phoebe,I know.,5
2755,215,10,Lizzie,"Weird Girl, what are you doing?",5
2756,215,11,Phoebe,"No, I want you to have it. I don't want it.",5
2757,215,12,Lizzie,"No, no, I ha-I have to give you something.",5
2758,215,13,Phoebe,"Oh, that's fine, no.",5
2759,215,14,Lizzie,Would you like my tin-foil hat?,5
2760,215,15,Phoebe,"No. 'Cause you need that. No, it's okay, thanks.",5
2761,215,16,Lizzie,"Please, let me do something.",5
2762,215,17,Phoebe,"Okay, alright, you buy me a soda, and then we're even. Okay?",5
2763,215,18,Lizzie,Okay.,5
2764,215,19,Phoebe,Okay.,5
2765,216,0,The Cooking Teacher,"Ah Monica, my star student.",5
2766,216,1,Monica,"Y?know, you called me that before so I-I took the liberty of fashioning a star out of aluminum foil.",5
2767,216,2,Monica,"Now, no pressure, you like my cookies, you give me the star.",5
2768,216,3,The Cooking Teacher,"Oh, yum-yum-yum.",5
2769,216,4,Monica,"Wow! A star!  I know you all hate me and-and I?m sorry, but I don?t care.",5
2770,216,5,The Cooking Teacher,"Okay Joey, you?re up next.  This are good! This is amazing! You get an A!",5
2771,216,6,Joey,"I can an A? In-in school?  Hey, I?m a dork.",5
2772,216,7,Monica,Joey! I?m so proud of you!,5
2773,216,8,The Cooking Teacher,I think you should give him your star.,5
2774,216,9,Monica,Excuse me? He doesn?t even know what he?s doing!,5
2775,216,10,The Cooking Teacher,We?re all beginners here. Nobody knows what they?re doing.,5
2776,216,11,Monica,I do! I?m a professional chef!  Oh relax! It?s not a courtroom drama!,5
2777,216,12,The Cooking Teacher,"If you?re a professional chef, what are you doing taking Introduction to Cooking?",5
2778,216,13,Joey,Yeah!,5
2779,216,14,Monica,"I?m-I?m sorry, it?s just that umm? Well I-I cook at this restaurant, Alessandro?s, and umm I just got a really bad review",5
2780,216,15,Monica,Ha! My point!,5
2781,216,16,Mike,"Oh, no!",5
2782,216,17,Mike,I don't think so!,5
2783,216,18,Mike,"You know, according to standard table tennis rules if at any time a player uses his non racket bearing hand to touch the playing surface he or she forfeits the point.",5
2784,216,19,Phoebe,He was a lawyer!,5
2785,217,0,Chandler,You said,5
2786,217,1,Monica,"Well, she cornered me! She asked if the wedding was in town! I mean, what was I supposed to do?!",5
2787,217,2,Chandler,Lie!!!,5
2788,217,3,Chandler,How hard is that?!,5
2789,217,4,Chandler,The check?s in the mail!,5
2790,217,5,Chandler,Oh your baby is so cute!,5
2791,217,6,Chandler,"I can?t wait to read your book, Ross!",5
2792,217,7,Chandler,!,5
2793,217,8,Monica,Come on! So she comes to the wedding! I mean it won?t be so bad.,5
2794,217,9,Chandler,"What do you think, she?s just gonna sit there quietly?",5
2795,217,10,Chandler,You don?t think she?s gonna want to make a toast?,5
2796,217,11,Chandler,You don?t think she?s gonna want to grab the microphone and sing,5
2797,217,12,Monica,"Oh my God, she?s not gonna like the chicken that night either, is she?!",5
2798,217,13,Chandler,Y?know what? It?s gonna be okay. Y?know what? She?s probably not gonna even want to come.,5
2799,217,14,Monica,Really?,5
2800,217,15,Chandler,No! That was a,5
2801,217,16,Monica,So-so you would?ve just lied?,5
2802,217,17,Chandler,Yes!!,5
2803,217,18,Monica,Would it really have been that easy?,5
2804,217,19,Chandler,Yes!!!,5
2805,217,20,Monica,"Good, so do it Saturday night because we?re going to dinner with her and Clark.",5
2806,218,0,Joey,"Yeah, we haven't dropped it in",5
2807,218,1,Ross,"2 hours, 27 minutes.",5
2808,218,2,Monica,Really?!,5
2809,218,3,Monica,"I-I'm not gonna be able to make it into work today, I don't feel very good.",5
2810,218,4,Monica,Yes!!,5
2811,218,5,Monica,Wow!,5
2812,218,6,Monica,"Uh, for a second there I thought I was really better, but I'm not.",5
2813,218,7,Ross,Hey Rach!,5
2814,218,8,Rachel,Hey.,5
2815,218,9,Ross,Check it out! Almost 3 hours without droppin' it!,5
2816,218,10,Rachel,"Oh, wow! Congratulations, that's quite a waste of time.",5
2817,218,11,Monica,Rach?,5
2818,218,12,Rachel,Yeah?,5
2819,218,13,Monica,"You have scratches all over you, what happened?",5
2820,218,14,Rachel,"Well, it's my cat.",5
2821,218,15,Monica,What?!,5
2822,218,16,Rachel,"Oh yeah, I got a cat.",5
2823,218,17,Monica,I don't want a cat!,5
2824,218,18,Joey,"Oh, don't worry, it's not a cat.",5
2825,218,19,Ross,Yeah.,5
2826,218,20,Rachel,You guys this cat is,5
2827,218,21,Ross,Doesn't sound as crazy as paying a thousand dollars for a cat.,5
2828,218,22,Monica,What?! You paid a thousand dollars for a cat when you owe me 300!!,5
2829,218,23,Rachel,"Well, I was gonna let you play with it.",5
2830,219,0,Rachel,"All right, y?know what, come on, do we really have to watch this while we eat?",5
2831,219,1,Chandler,We don?t know what could make this go away.,5
2832,219,2,Joey,"Yeah, so no one touches the remote. And no one touches the TV!",5
2833,219,3,Chandler,And no one touches the,5
2834,219,4,Joey,"Imagine a protective porn bubble if you will, okay?",5
2835,219,5,Monica,"Well at least, I?m going to mute it.",5
2836,219,6,Monica,What is it hon?,5
2837,219,7,Phoebe,I-I can?t find anything that I want to eat!,5
2838,219,8,Phoebe,Everything I eat makes me nauseous!,5
2839,219,9,Phoebe,"I?m telling you, being pregnant is no piece of cake?ooh!",5
2840,219,10,Phoebe,Cake!,5
2841,219,11,Phoebe,No.,5
2842,219,12,Monica,"Aww, honey I?m sorry.",5
2843,219,13,Phoebe,God! Ooh! What is that smell? It?s coming from the bathroom. Ooh!,5
2844,219,14,Chandler,Wow! Pregnancy does give you some weird cravings.,5
2845,219,15,Joey,Yeah?,5
2846,219,16,Phoebe,"It?s me. It?s Phoebe. Listen there?s something in here I want to eat, what-what smells so good?",5
2847,219,17,Joey,Is it the shampoo? It?s guava.,5
2848,219,18,Phoebe,No!,5
2849,219,19,Joey,Oh! Wait-wait!  Is it my bologna sandwich?,5
2850,219,20,Phoebe,Yes. Yes. Yes. I can?t believe it! The baby wants bologna! Maybe he wants me to eat meat? I can?t eat meat!,5
2851,219,21,Joey,"Oh, wait-wait!  Maybe it?s a pickle?!",5
2852,220,0,Chandler,"This teramisu is, is excellent. Did you make it Mary-Angela?",5
2853,220,1,Joey?s Grandmother,No! I did!,5
2854,220,2,Chandler,"Well, it?s, it?s yummy. So Mary-Angela do you like it?",5
2855,220,3,Joey?s Grandmother,Of course! It?s her favorite.,5
2856,220,4,Chandler,"So um, Mary-Angela, what?s your second favorite?",5
2857,220,5,Joey?s Grandmother,More of Grandma?s teramisu.,5
2858,220,6,Chandler,Would you just please....give me the receipt ?cause this is great. It?s top notch.,5
2859,220,7,Joey?s Grandmother,That dies with me.,5
2860,220,8,Chandler,So will I.,5
2861,220,9,Joey?s Sister,"Excuse yourself, and go to the bathroom.",5
2862,220,10,Chandler,Oh no-no-no I was just squinting. That doesn?t mean anything.,5
2863,220,11,Joey?s Sister,Just do it.,5
2864,220,12,Chandler,Will you excuse me I have to um.....,5
2865,220,13,Phoebe,Yeah.,5
2866,220,14,Phoebe,"I actually am, yeah.",5
2867,220,15,Phoebe,"Y'know life-life?s gonna had you all kinds of stuff, y'know you learn your little lessons and hopefully you grow.",5
2868,220,16,Phoebe,Wanna hear a new song?,5
2869,220,17,Joey,Yeah.,5
2870,220,18,Monica,We?d love too.,5
2871,220,19,Phoebe,Okay.,5
2872,220,20,Phoebe,?Jingle bitch screwed me over!,5
2873,220,21,Phoebe,Go to hell jingle whore!,5
2874,220,22,Phoebe,Go to hell Go to hell.,5
2875,220,23,Phoebe,Go to hell-hell-hell.? That?s all I have so far.,5
2876,221,0,Monica,I think you're my favorite.,5
2877,221,1,Phoebe,Which one do you have?,5
2878,221,2,Monica,I don't care.,5
2879,221,3,Rachel,"Hi.  Hey, hi! So uh, Frank and Alice wanted me to tell you that they're still outside making phone calls.",5
2880,221,4,Phoebe,"But umm, I mean, did you talk to them about, y'know",5
2881,221,5,Rachel,"Yeah, umm, no honey.",5
2882,221,6,Phoebe,"Oh. It was a long shot. Hey, you guys can I just like have a second alone with the babies.",5
2883,221,7,All,"Yeah, sure yeah. Yeah.",5
2884,221,8,Phoebe,"So, here you are.",5
2885,221,9,Phoebe,It seems like yesterday I was talking to you in that little petri dish.,5
2886,221,10,Phoebe,"Everyone said labor was the hardest thing I'd ever have to do, but they were wrong this is.",5
2887,221,11,Phoebe,"Oh, I had the most fun with you guys!",5
2888,221,12,Phoebe,I wish I could take you home and see you everyday.,5
2889,221,13,Phoebe,"Okay, I'll settle for being your favorite Aunt.",5
2890,221,14,Phoebe,"I know Alice's sister has a pool, but you lived in me.",5
2891,221,15,Phoebe,"Okay, so we're cool.",5
2892,221,16,Phoebe,"Yeah, we're gonna be great.",5
2893,221,17,Phoebe,Little high fives!,5
2894,221,18,Phoebe,Ahh!,5
2895,221,19,Phoebe,Ahh!,5
2896,221,20,Phoebe,Ahh!,5
2897,221,21,Phoebe,"Well, if you're gonna cry.",5
2898,222,0,Phoebe,That?s too hard. Too hard!,5
2899,222,1,Monica,"All right boys, last chance for the tickets!",5
2900,222,2,Rachel,"Or I?ll give them to my new boyfriend, Joshua.",5
2901,222,3,Chandler,No thank you.,5
2902,222,4,Joey,"Wait-wait-wait-wait!  Come on! Come on, let?s trade! The timing?s perfect, I just clogged the toilet!",5
2903,222,5,Chandler,"Look, I want those basketball seats as much as you do!",5
2904,222,6,Chandler,"Okay, but we can?t leave in the small apartment after we?ve lived here!",5
2905,222,7,Chandler,Didn?t you ever read,5
2906,222,8,Joey,Yes! Didn?t you ever read,5
2907,222,9,Chandler,"Look, the only way I will even consider this is if they offer a lot more than just season seats.",5
2908,222,10,Joey,It?s the Knicks!,5
2909,222,11,Chandler,Screw the Knicks!,5
2910,222,12,Joey,Whoa!,5
2911,222,13,Chandler,I didn?t mean that. I just meant that the apartment is worth so much more.,5
2912,222,14,Joey,Huh.,5
2913,222,15,Alice,"No, Frank.",5
2914,222,16,Phoebe,No you can?t quit college! No! You?re in college? Really?,5
2915,222,17,Frank,"Yeah, refrigerator college.",5
2916,222,18,Alice,Yeah.,5
2917,222,19,Frank,"Yeah, y?know when we found out we were going to have a baby, y?know I figured y?know like I should y?know have like a career?and I love refrigerators!",5
2918,222,20,Phoebe,You can?t give up on your dream.,5
2919,222,21,Frank,"No, it?s okay. We?re-we?re gonna have three kids! And that?s-that?s a different kind of dream. Three kids and no money.",5
2920,223,0,Chandler,"Okay, when are we gonna tell Rachel what is actually gonna happen?",5
2921,223,1,Monica,"Soon! I-I just couldn?t before. You saw how upset Joey got! I couldn?t do that to her, she?s my best friend!",5
2922,223,2,Chandler,"Well, Joey?s my best friend.",5
2923,223,3,Monica,I?m not your best friend?,5
2924,223,4,Chandler,You just said? Of course you?re my best friend. Would you please tell Rachel though?,5
2925,223,5,Monica,"All right, all right, at least I?m prepared.",5
2926,223,6,Chandler,Okay.  Oh yes.,5
2927,223,7,Monica,Hey!,5
2928,223,8,Chandler,Hey-hey!,5
2929,223,9,Monica,These aren?t for you! Are you upset?,5
2930,223,10,Chandler,I am now!,5
2931,223,11,Rachel,Hey roomie!,5
2932,223,12,Chandler,"Okay, bye!",5
2933,223,13,Monica,"Rach, there?s something uh, important I have to tell you.",5
2934,223,14,Croupler,Eight! Easy eight.,5
2935,223,15,Monica,Wow! I can?t believe I actually rolled an eight.,5
2936,223,16,Chandler,That was,5
2937,223,17,Monica,Wait a minute. That wasn?t a hard eight! Last night I rolled a hard eight.,5
2938,223,18,Chandler,"That?s right! It was the wrong kind of eight, no wedding! Damnit!",5
2939,223,19,Monica,I wanted it so bad!  Wanna go pack?,5
2940,223,20,Chandler,"Yeah.  We?re doing the right thing, right?",5
2941,223,21,Monica,"Ohh, of course we are!  We left it up to fate.  If we were supposed to get married there would be a clear-cut sign.",5
2942,224,0,Chandler,"Look, maybe I got carried away before.",5
2943,224,1,Chandler,But there's something you gotta know.,5
2944,224,2,Chandler,"If I'm the best, it's only because you've made me the best.",5
2945,224,3,Monica,Keep talking.,5
2946,224,4,Chandler,I mean I was nothing before you.,5
2947,224,5,Chandler,Call the other girls and ask.,5
2948,224,6,Chandler,Which wouldn't take long.,5
2949,224,7,Chandler,"But when I'm with you, and we're together, OH?MY?GOD.",5
2950,224,8,Monica,Really?,5
2951,224,9,Chandler,Oh-aw my God!,5
2952,224,10,Chandler,"Now, I understand if you never want to sleep with me again, but that would be wrong.",5
2953,224,11,Chandler,We're too good!,5
2954,224,12,Chandler,"We owe it, to sex!",5
2955,224,13,Monica,"Well, if we owe it?  Oh my? When is Joey gonna be home?",5
2956,224,14,Chandler,"Well, I was kinda hoping we could do this without him.  Oh no-no-no, leave the gloves on.",5
2957,224,15,Monica,"But, I just cleaned the bathroom.",5
2958,224,16,Chandler,"Yeah, why don't we lose the gloves.",5
2959,224,17,Monica,Yeah.,5
2960,224,18,Chandler,"All right, let's show them how it's done.",5
2961,224,19,Monica,Okay.,5
2962,224,20,Monica,Ow!,5
2963,224,21,Chandler,Y'know that wasn't part of it?,5
2964,224,22,Monica,I know!,5
2965,225,0,Monica,"I missed you-you ugly, flat faced old freak!",5
2966,225,1,Richard,Excuse me?,5
2967,225,2,Monica,Oh!  Him.,5
2968,225,3,Richard,Oh.  Whew!,5
2969,225,4,Monica,"I missed this apartment! Now, this is a grown-up?s apartment! Y?know, I-I should be with a grown-up, do you know what I mean?!",5
2970,225,5,Richard,"Yeah! You?re saying, you need to be with someone more mature. Maybe someone with, a license to practice medicine. Or a mustache.",5
2971,225,6,Monica,"Y?know, let?s face it, I?m not a kid anymore!",5
2972,225,7,Monica,I-I need to be with someone who-who wants the same things that I do!,5
2973,225,8,Monica,"I mean coming to my place of work and telling me that you love me, I want that!",5
2974,225,9,Monica,"Talking about pig sex over lunch, I",5
2975,225,10,Richard,I think that?s fair.,5
2976,225,11,Monica,Fair?,5
2977,225,12,Monica,Please don?t even talk to me about fair!,5
2978,225,13,Monica,Fair would?ve been you wanting to marry me back then!,5
2979,225,14,Monica,Or fair would?ve been Chandler wanting to marry me now!,5
